Project Name,Package Name,Type Name,Method Name,Code Smell
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Parallel,spinThreads,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Parallel,spinThreads,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Parallel,spinThreads,Long Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Parallel,run,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Patch,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PathConvert,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PreSetDef,sameDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PreSetDef,similarDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PreSetDefinition,sameDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PreSetDefinition,similarDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ProcessDestroyer,ProcessDestroyer,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ProcessDestroyer,removeShutdownHook,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ProcessDestroyer,removeShutdownHook,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Property,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Property,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Property,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Property,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Property,loadResource,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PropertyHelperTask,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PumpStreamHandler,setProcessInputStream,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PumpStreamHandler,stop,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PumpStreamHandler,stop,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PumpStreamHandler,finish,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,log,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,formatTime,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,formatTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,formatTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,formatTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,formatTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderEntry,formatTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,close,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,createStreams,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,createStreams,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,createStreams,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,createStreams,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,createStreams,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,complete,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,setProperties,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,setProperties,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Redirector,foldFiles,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PropertyOutputStream,close,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Replace,validate,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Replace,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Replace,validateAttributes,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Replace,processFile,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Replace,processFile,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Replacefilter,validate,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Retry,addTask,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Rmic,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Rmic,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Rmic,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Rmic,scanDir,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Rmic,isValidRmiRemote,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Rmic,isValidRmiRemote,Long Identifier
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SignJar,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SignJar,signOneJar,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SignJar,isUpToDate,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sleep,doSleep,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sleep,getSleepTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sleep,getSleepTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sleep,getSleepTime,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execute,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execute,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execute,Long Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,runStatements,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execSQL,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,execSQL,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,printResults,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,printResults,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,maybeQuote,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,closeQuietly,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,closeQuietly,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,lastDelimiterPosition,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,lastDelimiterPosition,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExec,lastDelimiterPosition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,StreamPumper,run,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,StreamPumper,run,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SubAnt,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SubAnt,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SubAnt,copyProperty,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sync,logRemovedCount,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sync,removeOrphanFiles,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Sync,removeEmptyDirectories,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,setLongfile,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,tarResource,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,tarResource,Long Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,check,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,tar,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,tar,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,tar,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Tar,asTarFileSet,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Touch,checkConfiguration,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Touch,checkConfiguration,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Touch,checkConfiguration,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Touch,checkConfiguration,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Unpack,setSrcResource,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Unpack,createDestFile,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Unpack,createDestFile,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,UpToDate,eval,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,UpToDate,eval,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,UpToDate,eval,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,UpToDate,eval,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,UpToDate,eval,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,UpToDate,eval,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,VerifyJar,verifyOneJar,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,War,zipFile,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,War,cleanUp,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XmlProperty,processNode,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XSLTProcess,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XSLTProcess,execute,Long Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XSLTProcess,process,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XSLTProcess,process,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,XSLTProcess,process,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,executeMain,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,executeMain,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,executeMain,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,executeMain,Long Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,checkAttributesAndElements,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addResources,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addDirectoryResource,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addDirectoryResource,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,getUnixMode,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addResource,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addResource,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addResources,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,createEmptyZip,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,getResourcesToAdd,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,getResourcesToAdd,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,getResourcesToAdd,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,getResourcesToAdd,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,getNonFileSetResourcesToAdd,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,grabResources,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,zipDir,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,zipDir,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,zipFile,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,zipFile,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,zipFile,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,Zip,addParentDirs,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,AntTest,testLogfilePlacement,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,AntTest,targetStarted,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ReferenceChecker,targetStarted,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,BUnzip2Test,testRealTest,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,BZip2Test,testDateCheck,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConcatTest,test4,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConcatTest,testAppend,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConcatTest,expectFileContains,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConditionTest,testConditionIncomplete,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConditionTest,testFilesmatchIncomplete,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConditionTest,testContainsIncomplete1,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ConditionTest,testContainsIncomplete2,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,CopyTest,testFileResourceWithFilter,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,DefaultExcludesTest,test1,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,DefaultExcludesTest,test2,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,DefaultExcludesTest,test3,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,EchoTest,EchoTestLogger,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,EchoTest,EchoTestLogger,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,EchoTestLogger,EchoTestLogger,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,EchoTestLogger,EchoTestLogger,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testNoRedirect,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testRedirector2,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testRedirector15,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testspawn,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testspawn,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testspawn,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,testspawn,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecTaskTest,getFileString,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testNoTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOut,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOut,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testNoTimeOutForked,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOutForked,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOutForked,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOutForked,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOutForked,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteJavaTest,testTimeOutForked,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,getProcess,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testNoTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testTimeOut,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testTimeOut,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testTimeOut,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testManualStop,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ExecuteWatchdogTest,testManualStop,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,GzipTest,testDateCheck,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ImportTest,testSerial,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ImportTest,testSymlinkedImports,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ImportTest,testSymlinkedImports,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,InputTest,setUp,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,InputTest,test3,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,tearDown,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,tearDown,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,testNoRecreate,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,testNoRecreate,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,testRecreate,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,testRecreate,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JarTest,testNoVersionInfoFail,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavacTest,testCompilerArg,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavacTest,testCompilerAttribute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,testJarNoFork,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,testSpawn,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,JavaTest,main,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,EntryPoint,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,EntryPoint,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SpawnEntryPoint,main,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SpawnEntryPoint,main,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SpawnEntryPoint,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SpawnEntryPoint,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SpawnEntryPoint,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PipeEntryPoint,main,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,MacroDefTest,testImplicitNotOptional,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,MacroDefTest,testImplicitExplicit,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestClassPathTest,testParentLevel1,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestClassPathTest,testParentLevel2,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestClassPathTest,testPseudoTahoeRefid,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestClassPathTest,testPseudoTahoeNested,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestClassPathTest,testParentLevel2WithJars,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestTest,test4,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestTest,test6,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestTest,test9,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ManifestTest,test13,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ParallelTest,countThreads,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ParallelTest,countThreads,Missing default
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ProcessDestroyerTest,testProcessDestroyer,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ProcessDestroyerTest,main,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,PropertyTest,testXmlProperty,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderTest,testNoAppend,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderTest,testAppend,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderTest,testRestart,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderTest,testDeleteRestart,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderTest,testSubBuild,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RecorderTest,testSubBuild,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ReplaceTest,testNoPreserveLastModified,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,ReplaceTest,testPreserveLastModified,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RmicAdvancedTest,testMagicProperty,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,RmicAdvancedTest,testMagicPropertyOverridesEmptyString,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SignJarTest,testTsaLocalhost,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SleepTest,test3,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SleepTest,test4,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SleepTest,test4,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SleepTest,test6,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExecTest,testNull,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExecTest,getProperties,Missing default
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExecTest,testLastDelimiterPositionNormalModeStrict,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SQLExecTest,testLastDelimiterPositionNormalModeNonStrict,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,StyleTest,testStyleIsSet,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,StyleTest,testWithStyleAttrAndResource,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,StyleTest,assertFileContains,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,SubAntTest,testMultipleTargetsOneDoesntExist_FOEtrue,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TarTest,testGZipResource,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TestProcess,shutdown,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TestProcess,run,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TestProcess,run,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TestProcess,run,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TouchTest,testMillis,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TouchTest,testNow,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TouchTest,test2000,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TouchTest,testFilelist,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.taskdefs,TouchTest,testFileset,Magic Number
